BINCODE	NAME	IDENTIFIER	DESCRIPTION	TYPE
-1	root
35.2	not assigned.unknown	gi|351611943|gb|JP466244.1|	  TSA: Cannabis sativa PK14456.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351599087|gb|JP453591.1|	  TSA: Cannabis sativa PK09390.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351619880|gb|JP474181.1|	  TSA: Cannabis sativa PK24328.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613899|gb|JP468200.1|	  TSA: Cannabis sativa PK13471.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613874|gb|JP468175.1|	  TSA: Cannabis sativa PK19085.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351598867|gb|JP453375.1|	  TSA: Cannabis sativa PK22218.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351619397|gb|JP473698.1|	  TSA: Cannabis sativa PK24048.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351591476|gb|JP449923.1|	  TSA: Cannabis sativa PK27656.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608119|gb|JP462429.1|	  TSA: Cannabis sativa PK20880.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601060|gb|JP455513.1|	  TSA: Cannabis sativa PK21188.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351598378|gb|JP452903.1|	  TSA: Cannabis sativa PK00077.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623073|gb|JP477374.1|	  TSA: Cannabis sativa PK05793.1_2.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614155|gb|JP468456.1|	  TSA: Cannabis sativa PK08818.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351598171|gb|JP452703.1|	  TSA: Cannabis sativa PK03032.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600628|gb|JP455092.1|	  TSA: Cannabis sativa PK08120.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601762|gb|JP456202.1|	  TSA: Cannabis sativa PK16097.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351606399|gb|JP460727.1|	  TSA: Cannabis sativa PK10215.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613654|gb|JP467955.1|	  TSA: Cannabis sativa PK26377.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613760|gb|JP468061.1|	  TSA: Cannabis sativa PK03861.5_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612061|gb|JP466362.1|	  TSA: Cannabis sativa PK21944.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351590715|gb|JP449174.1|	  TSA: Cannabis sativa PK28460.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351616562|gb|JP470863.1|	  TSA: Cannabis sativa PK26624.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609663|gb|JP463964.1|	  TSA: Cannabis sativa PK07978.4_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605100|gb|JP459447.1|	  TSA: Cannabis sativa PK18972.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605298|gb|JP459644.1|	  TSA: Cannabis sativa PK16245.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614557|gb|JP468858.1|	  TSA: Cannabis sativa PK26387.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351602803|gb|JP457166.1|	  TSA: Cannabis sativa PK15017.4_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608296|gb|JP462604.1|	  TSA: Cannabis sativa PK10983.25_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613377|gb|JP467678.1|	  TSA: Cannabis sativa PK17840.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351628485|gb|JP481368.1|	  TSA: Cannabis sativa PK01440.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351603145|gb|JP457504.1|	  TSA: Cannabis sativa PK03543.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605531|gb|JP459875.1|	  TSA: Cannabis sativa PK19973.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351599970|gb|JP454449.1|	  TSA: Cannabis sativa PK16055.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622066|gb|JP476367.1|	  TSA: Cannabis sativa PK03255.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620913|gb|JP475214.1|	  TSA: Cannabis sativa PK24602.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614008|gb|JP468309.1|	  TSA: Cannabis sativa PK16115.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614800|gb|JP469101.1|	  TSA: Cannabis sativa PK29366.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611597|gb|JP465898.1|	  TSA: Cannabis sativa PK11252.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351624342|gb|JP478643.1|	  TSA: Cannabis sativa PK22036.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613807|gb|JP468108.1|	  TSA: Cannabis sativa PK29564.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351617771|gb|JP472072.1|	  TSA: Cannabis sativa PK16656.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351599436|gb|JP453931.1|	  TSA: Cannabis sativa PK09855.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615349|gb|JP469650.1|	  TSA: Cannabis sativa PK25853.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351598205|gb|JP452734.1|	  TSA: Cannabis sativa PK21237.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609940|gb|JP464241.1|	  TSA: Cannabis sativa PK00097.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351598726|gb|JP453237.1|	  TSA: Cannabis sativa PK09942.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618092|gb|JP472393.1|	  TSA: Cannabis sativa PK20210.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351598309|gb|JP452834.1|	  TSA: Cannabis sativa PK10118.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615443|gb|JP469744.1|	  TSA: Cannabis sativa PK05364.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613395|gb|JP467696.1|	  TSA: Cannabis sativa PK02414.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351603146|gb|JP457505.1|	  TSA: Cannabis sativa PK04116.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623379|gb|JP477680.1|	  TSA: Cannabis sativa PK13785.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351621389|gb|JP475690.1|	  TSA: Cannabis sativa PK07005.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612413|gb|JP466714.1|	  TSA: Cannabis sativa PK00973.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351628756|gb|JP481639.1|	  TSA: Cannabis sativa PK21638.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622196|gb|JP476497.1|	  TSA: Cannabis sativa PK06005.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351625567|gb|JP479868.1|	  TSA: Cannabis sativa PK02302.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601025|gb|JP455480.1|	  TSA: Cannabis sativa PK12854.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351604425|gb|JP458777.1|	  TSA: Cannabis sativa PK00962.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609636|gb|JP463937.1|	  TSA: Cannabis sativa PK14529.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600044|gb|JP454521.1|	  TSA: Cannabis sativa PK21478.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610492|gb|JP464793.1|	  TSA: Cannabis sativa PK23426.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622435|gb|JP476736.1|	  TSA: Cannabis sativa PK06281.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612781|gb|JP467082.1|	  TSA: Cannabis sativa PK27897.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351602252|gb|JP456681.1|	  TSA: Cannabis sativa PK08246.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615352|gb|JP469653.1|	  TSA: Cannabis sativa PK16159.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608810|gb|JP463113.1|	  TSA: Cannabis sativa PK17772.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612977|gb|JP467278.1|	  TSA: Cannabis sativa PK12797.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351606968|gb|JP461292.1|	  TSA: Cannabis sativa PK10073.39_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609658|gb|JP463959.1|	  TSA: Cannabis sativa PK28382.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351599384|gb|JP453880.1|	  TSA: Cannabis sativa PK08009.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351621440|gb|JP475741.1|	  TSA: Cannabis sativa PK01874.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611748|gb|JP466049.1|	  TSA: Cannabis sativa PK04514.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613382|gb|JP467683.1|	  TSA: Cannabis sativa PK12244.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351595629|gb|JP450195.1|	  TSA: Cannabis sativa PK16787.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351607756|gb|JP462074.1|	  TSA: Cannabis sativa PK16179.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351607818|gb|JP462133.1|	  TSA: Cannabis sativa PK07530.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610600|gb|JP464901.1|	  TSA: Cannabis sativa PK20954.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612796|gb|JP467097.1|	  TSA: Cannabis sativa PK16138.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351596292|gb|JP450849.1|	  TSA: Cannabis sativa PK12279.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351598752|gb|JP453263.1|	  TSA: Cannabis sativa PK05541.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609592|gb|JP463893.1|	  TSA: Cannabis sativa PK03198.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351597634|gb|JP452176.1|	  TSA: Cannabis sativa PK26935.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615162|gb|JP469463.1|	  TSA: Cannabis sativa PK03506.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613113|gb|JP467414.1|	  TSA: Cannabis sativa PK11433.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600036|gb|JP454513.1|	  TSA: Cannabis sativa PK23639.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622113|gb|JP476414.1|	  TSA: Cannabis sativa PK10768.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351607858|gb|JP462172.1|	  TSA: Cannabis sativa PK04187.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610363|gb|JP464664.1|	  TSA: Cannabis sativa PK07837.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351607850|gb|JP462164.1|	  TSA: Cannabis sativa PK15677.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351607626|gb|JP461946.1|	  TSA: Cannabis sativa PK13268.4_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351606657|gb|JP460983.1|	  TSA: Cannabis sativa PK27819.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611882|gb|JP466183.1|	  TSA: Cannabis sativa PK10697.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351604905|gb|JP459253.1|	  TSA: Cannabis sativa PK10333.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351590970|gb|JP449427.1|	  TSA: Cannabis sativa PK08937.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600426|gb|JP454894.1|	  TSA: Cannabis sativa PK23824.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351624358|gb|JP478659.1|	  TSA: Cannabis sativa PK11550.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615937|gb|JP470238.1|	  TSA: Cannabis sativa PK10820.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351591694|gb|JP450140.1|	  TSA: Cannabis sativa PK28491.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351602596|gb|JP457017.1|	  TSA: Cannabis sativa PK10284.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610522|gb|JP464823.1|	  TSA: Cannabis sativa PK11419.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600409|gb|JP454877.1|	  TSA: Cannabis sativa PK08815.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351597459|gb|JP452005.1|	  TSA: Cannabis sativa PK07011.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600222|gb|JP454693.1|	  TSA: Cannabis sativa PK07302.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351624824|gb|JP479125.1|	  TSA: Cannabis sativa PK27033.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614996|gb|JP469297.1|	  TSA: Cannabis sativa PK29201.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351597735|gb|JP452276.1|	  TSA: Cannabis sativa PK10374.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351604266|gb|JP458619.1|	  TSA: Cannabis sativa PK20222.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614176|gb|JP468477.1|	  TSA: Cannabis sativa PK02454.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620645|gb|JP474946.1|	  TSA: Cannabis sativa PK05854.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613590|gb|JP467891.1|	  TSA: Cannabis sativa PK23495.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351627898|gb|JP480781.1|	  TSA: Cannabis sativa PK10663.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615035|gb|JP469336.1|	  TSA: Cannabis sativa PK15334.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351590926|gb|JP449383.1|	  TSA: Cannabis sativa PK01840.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351625351|gb|JP479652.1|	  TSA: Cannabis sativa PK07019.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351603528|gb|JP457886.1|	  TSA: Cannabis sativa PK04732.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613845|gb|JP468146.1|	  TSA: Cannabis sativa PK00764.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600194|gb|JP454666.1|	  TSA: Cannabis sativa PK19285.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600406|gb|JP454874.1|	  TSA: Cannabis sativa PK06200.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351619009|gb|JP473310.1|	  TSA: Cannabis sativa PK11367.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614082|gb|JP468383.1|	  TSA: Cannabis sativa PK25220.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613534|gb|JP467835.1|	  TSA: Cannabis sativa PK17284.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351599355|gb|JP453852.1|	  TSA: Cannabis sativa PK02428.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615330|gb|JP469631.1|	  TSA: Cannabis sativa PK00337.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351604551|gb|JP458902.1|	  TSA: Cannabis sativa PK10040.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351602946|gb|JP457306.1|	  TSA: Cannabis sativa PK13518.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608762|gb|JP463066.1|	  TSA: Cannabis sativa PK08722.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614981|gb|JP469282.1|	  TSA: Cannabis sativa PK20986.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615180|gb|JP469481.1|	  TSA: Cannabis sativa PK19322.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609302|gb|JP463603.1|	  TSA: Cannabis sativa PK00085.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351624398|gb|JP478699.1|	  TSA: Cannabis sativa PK07448.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611363|gb|JP465664.1|	  TSA: Cannabis sativa PK18730.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620257|gb|JP474558.1|	  TSA: Cannabis sativa PK24468.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351619961|gb|JP474262.1|	  TSA: Cannabis sativa PK25764.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613335|gb|JP467636.1|	  TSA: Cannabis sativa PK28538.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351606185|gb|JP460517.1|	  TSA: Cannabis sativa PK22921.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608524|gb|JP462830.1|	  TSA: Cannabis sativa PK19912.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609017|gb|JP463318.1|	  TSA: Cannabis sativa PK05943.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351603181|gb|JP457540.1|	  TSA: Cannabis sativa PK23551.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614447|gb|JP468748.1|	  TSA: Cannabis sativa PK27277.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351602350|gb|JP456775.1|	  TSA: Cannabis sativa PK06602.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351604031|gb|JP458385.1|	  TSA: Cannabis sativa PK10712.22_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623765|gb|JP478066.1|	  TSA: Cannabis sativa PK07426.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351599148|gb|JP453649.1|	  TSA: Cannabis sativa PK14898.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609703|gb|JP464004.1|	  TSA: Cannabis sativa PK15551.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351599445|gb|JP453939.1|	  TSA: Cannabis sativa PK07688.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601267|gb|JP455715.1|	  TSA: Cannabis sativa PK12772.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620230|gb|JP474531.1|	  TSA: Cannabis sativa PK23526.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601735|gb|JP456175.1|	  TSA: Cannabis sativa PK00805.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618652|gb|JP472953.1|	  TSA: Cannabis sativa PK19029.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351616550|gb|JP470851.1|	  TSA: Cannabis sativa PK20083.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351603514|gb|JP457872.1|	  TSA: Cannabis sativa PK20116.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351598959|gb|JP453464.1|	  TSA: Cannabis sativa PK07601.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351597450|gb|JP451996.1|	  TSA: Cannabis sativa PK12463.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601472|gb|JP455917.1|	  TSA: Cannabis sativa PK17007.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618445|gb|JP472746.1|	  TSA: Cannabis sativa PK08342.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351624260|gb|JP478561.1|	  TSA: Cannabis sativa PK25233.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351591293|gb|JP449742.1|	  TSA: Cannabis sativa PK06056.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622290|gb|JP476591.1|	  TSA: Cannabis sativa PK10886.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351629025|gb|JP481908.1|	  TSA: Cannabis sativa PK20213.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614286|gb|JP468587.1|	  TSA: Cannabis sativa PK21935.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351590981|gb|JP449438.1|	  TSA: Cannabis sativa PK00050.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351606553|gb|JP460880.1|	  TSA: Cannabis sativa PK17312.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618909|gb|JP473210.1|	  TSA: Cannabis sativa PK09889.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351598341|gb|JP452866.1|	  TSA: Cannabis sativa PK05852.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622022|gb|JP476323.1|	  TSA: Cannabis sativa PK15620.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612592|gb|JP466893.1|	  TSA: Cannabis sativa PK13597.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351625543|gb|JP479844.1|	  TSA: Cannabis sativa PK05781.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614195|gb|JP468496.1|	  TSA: Cannabis sativa PK27994.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605057|gb|JP459404.1|	  TSA: Cannabis sativa PK29612.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351591362|gb|JP449810.1|	  TSA: Cannabis sativa PK12640.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613903|gb|JP468204.1|	  TSA: Cannabis sativa PK00048.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609549|gb|JP463850.1|	  TSA: Cannabis sativa PK24461.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611160|gb|JP465461.1|	  TSA: Cannabis sativa PK27223.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615731|gb|JP470032.1|	  TSA: Cannabis sativa PK18968.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614068|gb|JP468369.1|	  TSA: Cannabis sativa PK14365.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351606226|gb|JP460555.1|	  TSA: Cannabis sativa PK10291.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351619560|gb|JP473861.1|	  TSA: Cannabis sativa PK01128.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351621296|gb|JP475597.1|	  TSA: Cannabis sativa PK05572.5_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351595976|gb|JP450535.1|	  TSA: Cannabis sativa PK07380.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351595828|gb|JP450388.1|	  TSA: Cannabis sativa PK09104.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615884|gb|JP470185.1|	  TSA: Cannabis sativa PK04374.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351607976|gb|JP462288.1|	  TSA: Cannabis sativa PK18888.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611471|gb|JP465772.1|	  TSA: Cannabis sativa PK04431.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351595829|gb|JP450389.1|	  TSA: Cannabis sativa PK21893.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600006|gb|JP454483.1|	  TSA: Cannabis sativa PK02331.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351590940|gb|JP449397.1|	  TSA: Cannabis sativa PK25056.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351619287|gb|JP473588.1|	  TSA: Cannabis sativa PK26012.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351625249|gb|JP479550.1|	  TSA: Cannabis sativa PK27718.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620784|gb|JP475085.1|	  TSA: Cannabis sativa PK13601.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351603598|gb|JP457955.1|	  TSA: Cannabis sativa PK09720.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612317|gb|JP466618.1|	  TSA: Cannabis sativa PK25779.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605400|gb|JP459745.1|	  TSA: Cannabis sativa PK09278.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351599102|gb|JP453606.1|	  TSA: Cannabis sativa PK29276.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610378|gb|JP464679.1|	  TSA: Cannabis sativa PK19265.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351617250|gb|JP471551.1|	  TSA: Cannabis sativa PK01705.1_1.CasaPuKu mRNA sequence	T
